RowID,OrderDate,OrderPriority,OrderQuantity,Sales,ShipMode,ShippingCost,CustomerName,CustomerSegment,ProductCategory,ProductContainer,ShipDate
849,2009-08-23,Medium,10,1597.37,Delivery Truck,80.2,Arianne Irving,Corporate,Furniture,Jumbo Box,2009-08-23
850,2009-08-23,Medium,31,1753.958,Regular Air,5.92,Arianne Irving,Corporate,Technology,Small Box,2009-08-24
871,2010-02-27,High,33,497.4,Regular Air,8.99,Randy Ferguson,Corporate,Furniture,Small Pack,2010-03-01
872,2010-02-27,High,48,4965.384,Delivery Truck,51.94,Randy Ferguson,Corporate,Furniture,Jumbo Box,2010-03-01
873,2010-02-27,High,8,358.4195,Express Air,2.5,Randy Ferguson,Corporate,Technology,Small Pack,2010-03-01
874,2010-02-27,High,31,3232.68,Regular Air,13.99,Randy Ferguson,Corporate,Furniture,Medium Box,2010-03-01
904,2012-01-13,High,35,236.99,Regular Air,6.74,Arianne Irving,Corporate,Office Supplies,Small Box,2012-01-15
905,2012-01-13,High,46,4617.336,Regular Air,7.69,Arianne Irving,Corporate,Technology,Small Box,2012-01-15
908,2012-11-26,Medium,35,89.71,Regular Air,0.8,Cynthia Arntzen,Small Business,Office Supplies,Wrap Bag,2012-11-28
994,2011-02-13,Medium,28,1703.8505,Regular Air,8.99,Andy Gerbode,Consumer,Technology,Small Box,2011-02-15
995,2011-02-13,Medium,17,303.1865,Regular Air,0.99,Andy Gerbode,Consumer,Technology,Wrap Bag,2011-02-15
1058,2009-01-22,Critical,6,187.37,Regular Air,5.5,Amy Hunt,Home Office,Technology,Small Box,2009-01-23
1360,2011-05-14,Low,23,356.09,Regular Air,1.39,Amy Hunt,Home Office,Office Supplies,Small Box,2011-05-14
1386,2012-01-10,High,31,162.58,Regular Air,4.93,Craig Molinari,Small Business,Technology,Small Pack,2012-01-13
1387,2012-01-10,High,44,6815.23,Delivery Truck,39.25,Craig Molinari,Small Business,Furniture,Jumbo Box,2012-01-12
1422,2009-11-21,Low,23,496.15,Regular Air,1.49,Trudy Brown,Small Business,Office Supplies,Small Box,2009-11-21
1517,2009-04-01,Critical,9,566.53,Delivery Truck,30,Toby Swindell,Small Business,Furniture,Jumbo Drum,2009-04-02
1518,2011-10-04,Medium,15,486.43,Regular Air,3.92,Amy Hunt,Small Business,Furniture,Small Pack,2011-10-06
1519,2011-10-04,Medium,7,144.95,Express Air,5.86,Amy Hunt,Small Business,Office Supplies,Small Box,2011-10-06
1540,2012-08-16,Not Specified,20,131.71,Regular Air,5.74,Cynthia Arntzen,Small Business,Office Supplies,Small Box,2012-08-18
1670,2010-02-04,Critical,45,271.06,Regular Air,5.01,Toby Swindell,Small Business,Office Supplies,Small Box,2010-02-04
1671,2010-02-04,Critical,6,58.84,Regular Air,3.72,Toby Swindell,Small Business,Furniture,Small Pack,2010-02-05
1672,2010-02-04,Critical,12,1211.72,Regular Air,8.99,Toby Swindell,Small Business,Furniture,Small Pack,2010-02-05
1673,2010-02-04,Critical,9,75.26,Regular Air,5.83,Toby Swindell,Small Business,Office Supplies,Wrap Bag,2010-02-05
1674,2010-02-04,Critical,7,407.116,Regular Air,19.99,Toby Swindell,Small Business,Technology,Small Box,2010-02-05
1788,2012-05-25,Medium,21,69.06,Regular Air,0.5,Philip Fox,Home Office,Office Supplies,Small Box,2012-05-28
1789,2012-05-25,Medium,50,84.01,Regular Air,0.75,Philip Fox,Home Office,Office Supplies,Wrap Bag,2012-05-27
1790,2012-05-25,Medium,34,592.92,Express Air,8.34,Philip Fox,Home Office,Office Supplies,Small Box,2012-05-27
1892,2012-08-29,Critical,15,106.1,Express Air,8.19,Cynthia Arntzen,Small Business,Office Supplies,Small Box,2012-09-01
1907,2009-05-01,Critical,28,149,Regular Air,7.44,Randy Ferguson,Home Office,Office Supplies,Small Box,2009-05-02
1908,2009-05-01,Critical,49,334.29,Regular Air,7.37,Randy Ferguson,Home Office,Office Supplies,Small Box,2009-05-03
1998,2010-02-11,Critical,17,454.09,Regular Air,6.17,Brian Dahlen,Small Business,Office Supplies,Small Pack,2010-02-12
2203,2009-10-27,Not Specified,39,124.01,Regular Air,3.97,Trudy Brown,Small Business,Office Supplies,Wrap Bag,2009-10-28
2204,2009-10-27,Not Specified,49,1836.84,Express Air,8.99,Trudy Brown,Small Business,Office Supplies,Small Pack,2009-10-29
2279,2011-10-09,Critical,40,272.01,Regular Air,5.14,Beth Fritzler,Small Business,Office Supplies,Small Box,2011-10-10
2280,2011-10-09,Critical,16,171.5,Regular Air,4.68,Beth Fritzler,Small Business,Office Supplies,Small Pack,2011-10-11
2394,2011-08-02,Critical,23,195.61,Regular Air,5.83,Cynthia Arntzen,Small Business,Office Supplies,Wrap Bag,2011-08-04
2504,2012-04-01,Not Specified,34,197.45,Regular Air,1.39,Roy Collins,Corporate,Office Supplies,Small Box,2012-04-03
2505,2012-04-01,Not Specified,36,82.98,Regular Air,5.2,Roy Collins,Corporate,Office Supplies,Wrap Bag,2012-04-03
2556,2012-02-11,Medium,44,2507.79,Delivery Truck,36.61,Toby Swindell,Small Business,Furniture,Jumbo Box,2012-02-12
2557,2012-02-11,Medium,30,1052.68,Regular Air,5.5,Toby Swindell,Small Business,Technology,Small Box,2012-02-12
2558,2012-02-11,Medium,30,2536.31,Regular Air,35,Toby Swindell,Small Business,Office Supplies,Large Box,2012-02-13
2580,2010-09-26,Medium,37,101.2,Regular Air,0.5,Andy Gerbode,Consumer,Office Supplies,Small Box,2010-09-27
2605,2010-12-21,Low,34,1950.036,Regular Air,8.99,Cynthia Arntzen,Small Business,Technology,Small Box,2010-12-30
2661,2009-07-12,Low,43,265.38,Regular Air,5.22,Cynthia Arntzen,Small Business,Furniture,Small Box,2009-07-17
2662,2009-07-12,Low,5,33.41,Regular Air,1.5,Cynthia Arntzen,Small Business,Office Supplies,Wrap Bag,2009-07-14
2663,2009-07-12,Low,28,7157.16,Delivery Truck,41.91,Cynthia Arntzen,Small Business,Furniture,Jumbo Box,2009-07-19
2676,2011-07-05,High,44,286.06,Regular Air,5.66,Randy Ferguson,Home Office,Office Supplies,Small Box,2011-07-06
2677,2011-07-05,High,41,248.1,Regular Air,0.96,Randy Ferguson,Home Office,Office Supplies,Wrap Bag,2011-07-07
2679,2009-04-20,High,20,112.42,Regular Air,2.5,Amy Hunt,Home Office,Office Supplies,Small Box,2009-04-22
2755,2011-10-06,High,43,1054.7,Regular Air,5.37,Brosina Hoffman,Consumer,Office Supplies,Medium Box,2011-10-07
2756,2011-10-06,High,38,5349.21,Delivery Truck,28.63,Brosina Hoffman,Consumer,Furniture,Jumbo Drum,2011-10-08
2757,2011-10-06,High,39,4859.37,Regular Air,13.99,Brosina Hoffman,Consumer,Technology,Medium Box,2011-10-06
2848,2010-09-15,Low,39,116.63,Regular Air,0.96,Trudy Brown,Small Business,Office Supplies,Wrap Bag,2010-09-17
2995,2012-04-08,High,32,1932.97,Delivery Truck,30,Brian Dahlen,Small Business,Furniture,Jumbo Drum,2012-04-10
2996,2012-04-08,High,46,476.49,Regular Air,5.16,Brian Dahlen,Small Business,Furniture,Small Box,2012-04-10
3040,2009-01-11,Low,19,6991.65,Delivery Truck,12.06,Andy Gerbode,Consumer,Technology,Jumbo Box,2009-01-18
3086,2009-01-16,Low,37,832.14,Regular Air,8.99,Christina Anderson,Corporate,Furniture,Small Pack,2009-01-20
3092,2012-09-05,Medium,4,55.97,Regular Air,7.17,Cynthia Arntzen,Small Business,Office Supplies,Small Box,2012-09-06
3093,2012-09-05,Medium,9,174.72,Regular Air,4,Cynthia Arntzen,Small Business,Technology,Small Box,2012-09-08
3094,2012-09-05,Medium,48,2271.37,Express Air,10.25,Cynthia Arntzen,Small Business,Furniture,Large Box,2012-09-07
3103,2009-01-15,Critical,9,24.76,Regular Air,0.7,Amy Hunt,Consumer,Office Supplies,Wrap Bag,2009-01-16
3218,2011-04-09,Medium,3,30.92,Express Air,2.83,Trudy Brown,Small Business,Furniture,Small Pack,2011-04-10
3219,2011-04-09,Medium,24,142.8,Regular Air,3.37,Trudy Brown,Small Business,Office Supplies,Wrap Bag,2011-04-12
3267,2012-05-29,Low,46,241.81,Regular Air,4.97,Robert Dilbeck,Corporate,Office Supplies,Small Box,2012-06-05
3298,2010-07-18,Low,14,425.67,Express Air,1.49,Cynthia Arntzen,Home Office,Office Supplies,Small Box,2010-07-25
3299,2010-07-18,Low,9,173.44,Regular Air,8.51,Cynthia Arntzen,Home Office,Technology,Medium Box,2010-07-23
3389,2011-02-01,Medium,44,3644.596,Regular Air,4.9,Amy Hunt,Home Office,Technology,Small Box,2011-02-02
3392,2009-03-14,Not Specified,45,9539.6,Delivery Truck,55.96,Beth Fritzler,Small Business,Furniture,Jumbo Box,2009-03-16
3393,2009-03-14,Not Specified,24,109.86,Regular Air,5.17,Beth Fritzler,Small Business,Office Supplies,Small Box,2009-03-15
3394,2009-03-14,Not Specified,19,1426.5125,Regular Air,0.99,Beth Fritzler,Small Business,Technology,Wrap Bag,2009-03-16
3409,2010-05-10,Critical,32,103.48,Regular Air,1.14,Toby Swindell,Small Business,Office Supplies,Wrap Bag,2010-05-10
3460,2011-04-15,Not Specified,46,662.51,Regular Air,1.39,Trudy Brown,Small Business,Office Supplies,Small Box,2011-04-16
3461,2011-04-15,Not Specified,21,61.18,Regular Air,0.7,Trudy Brown,Small Business,Office Supplies,Wrap Bag,2011-04-17
3508,2010-03-11,High,36,1561.2205,Regular Air,2.5,Beth Fritzler,Small Business,Technology,Small Pack,2010-03-13
3517,2009-07-20,Not Specified,6,7767.02,Regular Air,19.99,Brosina Hoffman,Consumer,Office Supplies,Small Box,2009-07-22
3518,2009-07-20,Not Specified,1,1893.93,Delivery Truck,14.7,Brosina Hoffman,Consumer,Technology,Jumbo Drum,2009-07-22
3568,2012-05-23,Not Specified,25,536.21,Regular Air,8.99,Randy Ferguson,Corporate,Furniture,Small Pack,2012-05-24
3569,2012-05-23,Not Specified,18,4428.56,Delivery Truck,54.12,Randy Ferguson,Corporate,Furniture,Jumbo Box,2012-05-26
3660,2011-11-20,Medium,19,305.68,Express Air,1.39,Beth Fritzler,Small Business,Office Supplies,Small Box,2011-11-21
3661,2011-11-20,Medium,41,1901.29,Regular Air,6.77,Beth Fritzler,Small Business,Furniture,Small Box,2011-11-21
3767,2009-09-29,High,11,642.9145,Regular Air,8.99,Amy Hunt,Consumer,Technology,Small Box,2009-10-01
3822,2012-05-06,Critical,49,14981.74,Regular Air,11.64,Christina Anderson,Corporate,Technology,Large Box,2012-05-06
3823,2012-05-06,Critical,36,5587.2,Express Air,19.99,Christina Anderson,Corporate,Office Supplies,Small Box,2012-05-07
3824,2012-05-06,Critical,49,401.39,Express Air,0.96,Christina Anderson,Corporate,Furniture,Wrap Bag,2012-05-08
3855,2009-04-09,Not Specified,11,985.01,Regular Air,19.99,Roy Collins,Corporate,Office Supplies,Small Box,2009-04-11
3856,2009-04-09,Not Specified,36,350.71,Regular Air,6.02,Roy Collins,Corporate,Furniture,Medium Box,2009-04-10
3857,2009-04-09,Not Specified,2,75.23,Regular Air,7.73,Roy Collins,Corporate,Office Supplies,Small Box,2009-04-11
3907,2011-07-13,Not Specified,36,220.45,Regular Air,0.5,Craig Molinari,Small Business,Office Supplies,Small Box,2011-07-14
4243,2009-04-19,Low,30,2504.41,Regular Air,48.2,Amy Hunt,Home Office,Furniture,Medium Box,2009-04-26
4270,2012-05-03,Low,20,71.45,Regular Air,6.27,Christina Anderson,Corporate,Office Supplies,Small Box,2012-05-07
4289,2011-07-26,Medium,32,1785.02,Express Air,4,Roy Collins,Corporate,Technology,Small Box,2011-07-28
4291,2009-01-14,Not Specified,14,2690.84,Delivery Truck,68.02,Toby Swindell,Small Business,Office Supplies,Jumbo Drum,2009-01-14
4292,2009-01-14,Not Specified,8,733.55,Regular Air,19.99,Toby Swindell,Small Business,Office Supplies,Small Box,2009-01-15
4293,2009-01-14,Not Specified,3,38.71,Express Air,7.29,Toby Swindell,Small Business,Furniture,Small Pack,2009-01-16
4294,2009-01-14,Not Specified,14,62.6,Regular Air,0.94,Toby Swindell,Small Business,Office Supplies,Wrap Bag,2009-01-15
4431,2012-03-21,Low,22,963.45,Express Air,4,Amy Hunt,Home Office,Technology,Small Box,2012-03-25
4432,2012-03-21,Low,25,4390.029,Express Air,5.26,Amy Hunt,Home Office,Technology,Small Box,2012-03-30
4448,2011-05-19,High,44,123.06,Regular Air,1.34,Arianne Irving,Corporate,Office Supplies,Wrap Bag,2011-05-19
4470,2009-12-18,Low,46,1692.28,Regular Air,4,Amy Hunt,Small Business,Technology,Small Box,2009-12-22
4612,2009-01-17,Not Specified,39,1101.28,Regular Air,6.17,Randy Ferguson,Home Office,Office Supplies,Small Pack,2009-01-18
5081,2009-05-03,Medium,15,1765.45,Express Air,3.99,Robert Dilbeck,Corporate,Office Supplies,Small Box,2009-05-05
5157,2012-08-23,Critical,42,2245.6915,Regular Air,8.99,Jennifer Ferguson,Corporate,Technology,Small Box,2012-08-25
5318,2011-04-23,Medium,45,325.8,Regular Air,6.18,Amy Hunt,Consumer,Office Supplies,Small Box,2011-04-25
5338,2009-11-29,High,49,8094.55,Regular Air,19.99,Philip Fox,Home Office,Office Supplies,Small Box,2009-11-29
5371,2012-05-22,High,45,2848.83,Regular Air,35,Randy Ferguson,Home Office,Office Supplies,Large Box,2012-05-22
5604,2009-11-28,High,20,835.48,Regular Air,16.36,Jennifer Ferguson,Corporate,Office Supplies,Small Box,2009-11-30
5692,2010-08-21,Not Specified,24,3201.16,Regular Air,24.49,Brosina Hoffman,Consumer,Furniture,Large Box,2010-08-22
5700,2010-06-23,High,23,1484.49,Regular Air,19.99,Andy Gerbode,Consumer,Office Supplies,Small Box,2010-06-25
5701,2010-06-23,High,18,740.49,Regular Air,6.22,Andy Gerbode,Consumer,Office Supplies,Small Box,2010-06-24
5947,2011-05-24,Low,46,569.92,Regular Air,2.85,Randy Ferguson,Home Office,Furniture,Small Pack,2011-05-31
5948,2011-05-24,Low,28,183.65,Regular Air,5.84,Randy Ferguson,Home Office,Office Supplies,Small Box,2011-05-31
6039,2011-10-13,Critical,26,241.92,Regular Air,2.27,Amy Hunt,Small Business,Office Supplies,Wrap Bag,2011-10-15
6054,2010-05-04,Not Specified,4,52.59,Regular Air,8.6,Craig Molinari,Small Business,Office Supplies,Small Box,2010-05-06
6162,2012-10-30,High,3,10.62,Regular Air,1.35,Amy Hunt,Small Business,Office Supplies,Wrap Bag,2012-10-30
6163,2012-10-30,High,39,666.4,Express Air,7.42,Amy Hunt,Small Business,Office Supplies,Small Pack,2012-10-31
6164,2012-10-30,High,10,351.3,Regular Air,8.22,Amy Hunt,Small Business,Office Supplies,Small Box,2012-11-01
6343,2009-12-28,Medium,27,575.74,Regular Air,1.99,Toby Swindell,Small Business,Technology,Small Pack,2009-12-30
6397,2010-04-22,Medium,20,586.619,Regular Air,1.1,Arianne Irving,Corporate,Technology,Small Box,2010-04-23
6436,2012-07-17,Critical,47,557.52,Express Air,7.95,Amy Hunt,Consumer,Office Supplies,Small Pack,2012-07-19
6454,2009-12-06,Medium,15,201.74,Express Air,7.17,Roy Collins,Corporate,Office Supplies,Small Box,2009-12-08
6455,2009-12-06,Medium,35,1822.13,Regular Air,19.99,Roy Collins,Corporate,Technology,Small Box,2009-12-08
6585,2009-01-17,Medium,18,130.11,Regular Air,1.39,Paul Prost,Corporate,Office Supplies,Small Box,2009-01-19
6586,2009-01-17,Medium,3,337.3395,Regular Air,2.5,Paul Prost,Corporate,Technology,Small Box,2009-01-19
6604,2009-02-07,Medium,46,1398.87,Regular Air,2.99,Robert Dilbeck,Corporate,Office Supplies,Small Box,2009-02-07
6606,2011-10-03,Critical,11,1479.14,Delivery Truck,30,Robert Dilbeck,Corporate,Furniture,Jumbo Drum,2011-10-03
6702,2011-12-17,Not Specified,35,173.22,Regular Air,0.5,Andy Gerbode,Consumer,Office Supplies,Small Box,2011-12-18
6776,2009-04-22,Low,45,221.06,Regular Air,5.42,Christina Anderson,Corporate,Office Supplies,Small Box,2009-04-26
6822,2012-07-08,Medium,6,201.83,Regular Air,5.09,Roy Collins,Corporate,Office Supplies,Small Box,2012-07-10
6992,2012-03-17,Not Specified,18,283.5,Regular Air,6.5,Toby Carlisle,Home Office,Technology,Small Box,2012-03-18
6993,2012-03-17,Not Specified,36,242.13,Express Air,6.6,Toby Carlisle,Home Office,Office Supplies,Small Box,2012-03-17
7192,2011-10-15,Medium,43,344.24,Regular Air,1.99,Toby Carlisle,Home Office,Technology,Small Pack,2011-10-17
7249,2011-09-11,Low,42,248.92,Regular Air,5.3,Craig Molinari,Small Business,Office Supplies,Small Box,2011-09-13
7288,2011-01-26,High,10,1290.37,Regular Air,24.49,Trudy Brown,Small Business,Office Supplies,Large Box,2011-01-27
7289,2011-01-26,High,2,23.18,Regular Air,6.19,Trudy Brown,Small Business,Office Supplies,Small Box,2011-01-27
7394,2012-08-28,High,46,979.44,Regular Air,5.86,Amy Hunt,Home Office,Office Supplies,Small Box,2012-08-30
7452,2009-09-23,Critical,29,575.36,Regular Air,3.99,Paul Prost,Corporate,Office Supplies,Small Box,2009-09-24
7542,2011-09-04,Not Specified,21,7922.69,Regular Air,19.99,Amy Hunt,Small Business,Office Supplies,Small Box,2011-09-06
7615,2010-01-19,Not Specified,1,155.51,Regular Air,19.99,Philip Fox,Home Office,Office Supplies,Small Box,2010-01-22
7714,2012-10-18,Low,32,317.06,Regular Air,2.06,Anthony Witt,Corporate,Office Supplies,Wrap Bag,2012-10-22
7779,2010-09-19,High,2,17.3,Regular Air,2.83,Toby Carlisle,Home Office,Furniture,Small Pack,2010-09-21
7884,2011-05-20,Medium,32,128.14,Express Air,7.01,Brian Dahlen,Small Business,Office Supplies,Small Box,2011-05-22
7885,2011-05-20,Medium,9,67.46,Regular Air,10.05,Brian Dahlen,Small Business,Office Supplies,Small Box,2011-05-22
7944,2011-06-22,Medium,23,524.25,Express Air,8.99,Arianne Irving,Corporate,Furniture,Small Pack,2011-06-25
7952,2012-06-05,High,38,14753.08,Delivery Truck,99,Craig Molinari,Small Business,Office Supplies,Jumbo Drum,2012-06-06
7958,2011-07-29,Critical,44,4326.27,Regular Air,7.18,Roy Collins,Corporate,Technology,Small Box,2011-07-30
7988,2011-03-23,Medium,37,254.93,Regular Air,5.48,Paul Prost,Corporate,Office Supplies,Small Box,2011-03-26
8019,2011-10-28,Not Specified,11,472.12,Regular Air,1.99,Randy Ferguson,Corporate,Technology,Small Pack,2011-10-29
8118,2010-10-02,High,6,192.99,Express Air,4,Toby Carlisle,Home Office,Technology,Small Box,2010-10-03
8119,2010-10-02,High,20,11829.4,Regular Air,24.49,Toby Carlisle,Home Office,Technology,Large Box,2010-10-04
8289,2009-05-18,Critical,3,10.12,Regular Air,1.58,Roy Collins,Corporate,Office Supplies,Wrap Bag,2009-05-19
8296,2009-09-19,High,11,455.88,Express Air,8.99,Paul Prost,Corporate,Office Supplies,Small Pack,2009-09-20
8315,2009-11-14,Critical,41,5930.34,Regular Air,6.5,Brian Dahlen,Small Business,Technology,Small Box,2009-11-16
8388,2011-12-18,Not Specified,1,10.59,Regular Air,2.15,Arianne Irving,Corporate,Office Supplies,Wrap Bag,2011-12-19
147,2009-12-16,Critical,22,922.39,Express Air,58.66,Phillina Ober,Small Business,Furniture,Medium Box,2009-12-17
148,2009-12-16,Critical,11,79.19,Regular Air,2,Phillina Ober,Small Business,Office Supplies,Wrap Bag,2009-12-16
168,2010-04-25,Medium,3,469.438,Regular Air,8.99,Jim Epp,Small Business,Technology,Small Box,2010-04-26
172,2012-05-20,Low,13,269.02,Regular Air,6.5,Muhammed Yedwab,Consumer,Technology,Small Box,2012-05-27
225,2012-08-27,Medium,31,293.18,Regular Air,1.99,Maribeth Schnelling,Corporate,Technology,Small Pack,2012-08-28
258,2012-11-20,High,43,183.41,Regular Air,5.04,Deanra Eno,Corporate,Office Supplies,Small Box,2012-11-20
292,2010-11-14,Critical,12,3752.61,Delivery Truck,42.52,Deanra Eno,Corporate,Office Supplies,Jumbo Drum,2010-11-15
293,2010-11-14,Critical,9,548.36,Express Air,4.5,Deanra Eno,Corporate,Office Supplies,Small Box,2010-11-15
294,2009-06-01,Not Specified,16,44.46,Regular Air,0.99,James Galang,Consumer,Office Supplies,Small Box,2009-06-03
295,2009-06-01,Not Specified,25,542.11,Regular Air,11.54,James Galang,Consumer,Office Supplies,Small Box,2009-06-03
299,2012-06-07,Not Specified,1,343.78,Regular Air,19.99,Katrina Willman,Consumer,Office Supplies,Small Box,2012-06-10
300,2012-06-07,Not Specified,34,826.09,Regular Air,7.58,Katrina Willman,Consumer,Furniture,Small Box,2012-06-09
432,2012-09-18,Not Specified,29,197.41,Regular Air,8.4,Nora Price,Home Office,Office Supplies,Small Box,2012-09-18
433,2012-09-18,Not Specified,46,712.18,Regular Air,5.41,Nora Price,Home Office,Office Supplies,Small Box,2012-09-20
497,2009-12-21,High,41,627.91,Regular Air,1.99,Lisa DeCherney,Corporate,Technology,Small Pack,2009-12-23
498,2009-12-21,High,28,46.89,Regular Air,0.7,Lisa DeCherney,Corporate,Office Supplies,Wrap Bag,2009-12-24
511,2009-09-25,Low,33,1935.17,Regular Air,49,James Galang,Consumer,Office Supplies,Large Box,2009-10-02
512,2009-09-25,Low,27,812.68,Regular Air,1.99,James Galang,Consumer,Technology,Small Pack,2009-09-27
540,2009-03-26,Critical,41,271.11,Regular Air,1.5,Lynn Smith,Corporate,Office Supplies,Wrap Bag,2009-03-28
562,2009-04-23,Critical,2,6.13,Regular Air,0.49,Lynn Smith,Corporate,Office Supplies,Small Box,2009-04-23
581,2012-03-26,Medium,39,1032.97,Regular Air,1.99,Christina DeMoss,Home Office,Technology,Small Pack,2012-03-28
582,2012-03-26,Medium,13,324.83,Delivery Truck,45,Christina DeMoss,Home Office,Office Supplies,Jumbo Drum,2012-03-27
678,2010-02-20,Low,16,48.57,Regular Air,0.7,Lynn Smith,Corporate,Office Supplies,Wrap Bag,2010-02-24
749,2012-10-24,Critical,6,54.28,Express Air,5.22,Christine Abelman,Corporate,Furniture,Small Box,2012-10-26
808,2009-03-05,Low,21,6005.21,Delivery Truck,54.12,Christina DeMoss,Home Office,Furniture,Jumbo Box,2009-03-12
876,2010-01-29,Critical,49,3283.74,Regular Air,19.99,Katrina Willman,Consumer,Office Supplies,Small Box,2010-01-31
1000,2012-08-28,High,19,262.32,Regular Air,6.46,Muhammed Yedwab,Consumer,Office Supplies,Small Box,2012-08-28
1001,2009-09-14,Medium,29,1707.99,Regular Air,3.99,Muhammed Yedwab,Consumer,Technology,Small Box,2009-09-15
1031,2009-12-11,Medium,37,560.39,Regular Air,3.73,Nora Price,Small Business,Furniture,Small Pack,2009-12-12
1032,2009-12-11,Medium,42,7062.616,Regular Air,4.2,Nora Price,Small Business,Technology,Small Box,2009-12-12
1170,2012-04-01,High,4,51.94,Express Air,1.99,Nora Price,Small Business,Technology,Small Pack,2012-04-03
1174,2011-09-02,High,40,366.87,Regular Air,5.71,Lisa DeCherney,Corporate,Furniture,Small Box,2011-09-03
1326,2009-04-22,Medium,18,292.11,Express Air,10.68,Christine Abelman,Corporate,Office Supplies,Small Box,2009-04-23
1373,2012-05-01,High,47,7890.89,Express Air,35,Maribeth Dona,Home Office,Office Supplies,Large Box,2012-05-03
1474,2010-02-04,Medium,44,2773.84,Delivery Truck,36.61,Pauline Johnson,Corporate,Furniture,Jumbo Box,2010-02-06
1475,2010-09-25,Medium,44,289.94,Regular Air,6.22,James Galang,Consumer,Office Supplies,Small Box,2010-09-27
1476,2010-09-25,Medium,8,1848.52,Delivery Truck,69.64,James Galang,Consumer,Furniture,Jumbo Box,2010-09-26
1482,2009-01-23,Not Specified,42,1312.65,Regular Air,5.76,Jocasta Rupert,Consumer,Office Supplies,Small Box,2009-01-25
1582,2010-11-24,Medium,27,58.64,Regular Air,1,Nora Price,Small Business,Office Supplies,Wrap Bag,2010-11-25
1583,2010-11-24,Medium,20,136.06,Regular Air,5.19,Nora Price,Small Business,Office Supplies,Small Box,2010-11-26
1667,2011-06-30,Low,14,135.21,Regular Air,4.39,Muhammed Yedwab,Consumer,Office Supplies,Wrap Bag,2011-07-05
1701,2010-02-14,High,45,5007.69,Delivery Truck,51.42,Muhammed Yedwab,Consumer,Furniture,Jumbo Box,2010-02-16
1702,2010-02-14,High,45,1379.62,Regular Air,6.72,Muhammed Yedwab,Consumer,Office Supplies,Small Box,2010-02-15
1801,2010-05-03,High,50,627.12,Regular Air,4.98,Laurel Elliston,Corporate,Furniture,Small Pack,2010-05-04
1802,2010-05-03,High,18,4096.21,Delivery Truck,26.53,Laurel Elliston,Corporate,Technology,Jumbo Drum,2010-05-05
1814,2010-04-03,High,31,2712.07,Regular Air,19.99,Georgia Rosenberg,Consumer,Office Supplies,Small Box,2010-04-04
1902,2009-03-10,Medium,6,608.93,Express Air,19.99,Nora Price,Home Office,Technology,Small Box,2009-03-12
1941,2009-10-09,Critical,25,901.32,Express Air,5.08,Allen Armold,Home Office,Office Supplies,Wrap Bag,2009-10-11
1942,2009-10-09,Critical,24,207.21,Regular Air,6.14,Allen Armold,Home Office,Office Supplies,Small Pack,2009-10-10
2173,2012-10-04,Critical,40,2182.91,Express Air,3.5,Anemone Ratner,Small Business,Office Supplies,Small Box,2012-10-07
2174,2012-10-04,Critical,14,1144.35,Regular Air,35,Anemone Ratner,Small Business,Office Supplies,Large Box,2012-10-06
2175,2012-10-04,Critical,8,1496.83,Delivery Truck,56.2,Anemone Ratner,Small Business,Furniture,Jumbo Box,2012-10-06
2251,2012-10-26,Critical,23,218.71,Express Air,2.15,Katherine Hughes,Consumer,Office Supplies,Wrap Bag,2012-10-26
2252,2012-10-26,Critical,19,103.68,Regular Air,5.85,Katherine Hughes,Consumer,Office Supplies,Small Box,2012-10-27
2325,2009-01-06,Critical,17,37.06,Regular Air,0.7,Muhammed Yedwab,Consumer,Office Supplies,Wrap Bag,2009-01-07
2329,2011-04-20,Medium,44,302.59,Express Air,6.93,Nora Price,Home Office,Office Supplies,Small Box,2011-04-21
2330,2011-04-20,Medium,26,2703.45,Regular Air,35,Nora Price,Home Office,Office Supplies,Large Box,2011-04-22
2350,2009-01-06,Not Specified,27,46.86,Regular Air,1.99,Tracy Collins,Consumer,Technology,Small Pack,2009-01-07
2351,2009-01-06,Not Specified,34,1089.59,Regular Air,5.09,Tracy Collins,Consumer,Office Supplies,Small Box,2009-01-08
2418,2012-05-25,Critical,1,15.73,Regular Air,9.54,Tracy Collins,Consumer,Office Supplies,Small Box,2012-05-25
2419,2012-05-25,Critical,35,1041.74,Regular Air,17.08,Tracy Collins,Consumer,Office Supplies,Small Box,2012-05-27
2420,2012-05-25,Critical,26,4300.626,Regular Air,8.08,Tracy Collins,Consumer,Technology,Small Box,2012-05-27
2482,2010-02-04,Critical,3,19.98,Regular Air,4.75,Maribeth Schnelling,Corporate,Office Supplies,Small Box,2010-02-06
2840,2009-01-29,Medium,38,16147.61,Regular Air,19.99,Liz MacKendrick,Corporate,Office Supplies,Small Box,2009-02-01
2844,2009-01-29,Critical,14,1122.6375,Regular Air,4.9,Katherine Hughes,Consumer,Technology,Small Box,2009-01-31
2857,2012-10-01,Medium,16,1434.086,Regular Air,8.99,Jim Epp,Small Business,Technology,Small Box,2012-10-04
2899,2012-08-26,High,45,2079.474,Regular Air,5,Alan Hwang,Corporate,Technology,Small Pack,2012-08-28
2922,2011-02-05,High,4,81.78,Regular Air,5.97,Muhammed Yedwab,Consumer,Office Supplies,Small Box,2011-02-06
3017,2009-03-02,Not Specified,3,12.01,Regular Air,0.5,Alan Hwang,Small Business,Office Supplies,Small Box,2009-03-04
